,員工滿意度,雇主評分,工作項目,每月工作時數,工作年資,工傷紀錄,在職中,近5年升遷,職務,薪資
11388,0.5,0.77,3,267,2,0,0,0,經理,3
11389,0.74,0.63,3,180,3,0,0,0,經理,3
11390,0.74,0.77,3,211,3,0,0,0,經理,3
11391,0.82,0.51,2,268,2,0,0,0,經理,3
11392,0.74,0.71,3,206,3,0,0,0,經理,3
11393,0.2,0.59,6,113,3,0,0,0,經理,3
11394,0.63,0.48,4,179,3,0,0,0,行銷,1
11395,0.19,0.8,6,157,6,1,0,0,業務,1
11396,0.4,0.62,4,127,5,0,0,0,財務會計,1
11397,0.71,0.37,2,179,5,0,0,1,技術支援,1
11398,0.84,0.73,4,197,3,0,0,1,技術員,1
11399,0.59,0.84,4,251,4,1,0,1,經理,1
11400,0.57,0.85,4,250,3,1,0,1,行銷,1
11401,0.81,0.61,2,176,5,0,0,1,行銷,1
11402,0.8,0.7,4,246,3,0,0,1,行銷,1
11403,0.49,0.66,3,155,3,0,0,1,業務,1
11404,0.55,0.64,3,178,2,0,0,1,業務,1
11405,0.68,0.4,3,213,5,1,0,1,業務,1
11406,0.55,0.67,3,150,2,0,0,1,業務,1
11407,0.59,0.62,3,166,2,0,0,0,業務,1
11408,0.91,0.8,5,169,4,0,0,0,業務,1
11409,0.48,0.9,4,208,3,0,0,0,業務,1
11410,0.84,0.66,3,209,2,0,0,0,業務,1
11411,0.73,0.54,4,167,3,0,0,0,資訊科技,2
11412,0.28,0.59,6,281,3,0,0,0,產品管理,2
11413,0.77,0.65,3,156,4,0,0,0,產品管理,2
11414,0.67,0.65,3,265,3,0,0,0,產品管理,2
11415,0.5,0.53,3,142,3,1,0,0,產品管理,2
11416,0.32,0.47,3,143,4,0,0,0,資訊科技,2
11417,0.57,0.78,3,134,3,0,0,0,研發,2
11418,0.51,0.8,5,268,3,0,0,0,研發,2
11419,0.61,0.6,3,255,2,0,0,0,研發,2
11420,0.83,0.73,4,157,2,0,0,0,研發,2
11421,0.87,0.97,5,151,3,0,0,0,研發,2
11422,0.7,0.63,3,157,2,0,0,0,研發,2
11423,0.78,0.65,3,139,3,0,0,0,行銷,3
11424,0.71,0.53,4,196,2,1,0,0,業務,1
11425,0.68,0.99,3,159,2,0,0,0,財務會計,2
11426,0.75,0.53,4,224,4,1,0,0,技術支援,2
11427,0.7,0.53,3,215,7,1,0,0,技術員,2
11428,0.59,0.94,5,157,7,1,0,0,經理,2
11429,0.64,0.87,4,157,7,0,0,0,行銷,1
11430,0.61,0.88,5,146,7,1,0,0,行銷,1
11431,0.77,0.49,2,286,7,0,0,0,行銷,1
11432,0.51,0.64,3,203,3,0,0,0,業務,1
11433,0.49,0.49,3,168,7,0,0,0,業務,1
11434,0.77,0.75,3,170,7,0,0,0,業務,1
11435,0.31,0.86,3,266,7,0,0,0,業務,1
11436,0.54,0.76,3,183,3,0,0,0,業務,1
11437,0.56,0.66,4,264,3,0,0,0,業務,1
11438,0.65,0.77,4,205,3,0,0,0,業務,1
11439,0.49,0.36,2,192,3,0,0,0,業務,1
11440,0.82,0.79,3,176,3,0,0,0,技術員,1
11441,0.6,0.52,3,183,2,0,0,0,技術支援,1
11442,0.64,0.63,3,156,6,1,0,0,技術支援,1
11443,0.7,0.68,3,150,3,0,0,0,技術支援,1
11444,0.65,0.89,4,204,8,1,0,0,技術支援,1
11445,0.69,0.78,5,131,8,0,0,0,技術支援,1
11446,0.93,0.74,5,248,8,1,0,0,技術支援,1
11447,0.55,0.52,4,168,8,0,0,0,技術支援,1
11448,0.75,0.87,4,146,8,1,0,0,技術支援,1
11449,0.47,0.43,4,246,3,0,0,0,技術支援,1
11450,0.72,0.88,5,216,10,1,0,0,技術支援,2
11451,0.59,0.92,3,203,10,0,0,0,技術支援,2
11452,0.98,0.49,3,199,10,0,0,0,技術員,2
11453,0.39,0.52,2,102,8,0,0,0,技術員,2
11454,0.93,0.87,4,139,8,0,0,0,技術員,2
11455,0.71,0.97,5,208,8,1,0,0,經理,2
11456,0.49,0.54,4,215,4,0,0,0,資訊科技,2
11457,0.63,0.93,4,233,3,0,0,0,資訊科技,2
11458,0.45,0.64,3,169,10,0,0,0,資訊科技,2
11459,0.77,0.64,3,190,10,1,0,0,資訊科技,2
11460,0.77,0.63,4,236,7,0,0,0,資訊科技,2
11461,0.5,0.92,4,266,7,0,0,0,產品管理,2
11462,0.45,0.42,4,156,7,0,0,0,產品管理,3
11463,0.81,0.47,4,153,7,0,0,0,產品管理,1
11464,0.83,0.67,3,175,3,0,0,0,產品管理,2
11465,0.47,0.76,6,174,10,0,0,0,資訊科技,2
11466,0.25,0.89,4,154,10,0,0,0,經理,3
11467,0.89,0.55,5,251,10,0,0,0,經理,3
11468,0.97,0.57,3,164,10,0,0,0,經理,3
11469,0.6,0.65,2,225,10,0,0,0,經理,3
11470,0.67,0.72,2,134,10,0,0,0,經理,3
11471,0.89,0.77,3,144,3,0,0,0,經理,3
11472,0.6,0.91,5,211,3,0,0,0,業務,1
11473,0.64,0.79,4,139,3,0,0,0,業務,1
11474,0.57,0.66,3,268,3,0,0,0,業務,1
11475,0.56,0.98,5,171,3,1,0,0,業務,1
11476,0.6,0.9,4,260,2,0,0,0,業務,2
11477,0.17,0.66,6,224,3,0,0,0,業務,2
11478,0.74,0.49,4,233,3,0,0,0,業務,2
11479,0.44,0.41,3,125,7,0,0,0,業務,2
11480,0.51,0.89,4,233,7,0,0,0,業務,2
11481,0.86,0.57,3,162,7,0,0,0,業務,2
11482,0.96,0.48,4,198,7,0,0,0,業務,2
11483,0.87,0.82,4,198,7,0,0,0,業務,2
11484,0.58,0.79,3,243,3,1,0,0,業務,2
11485,0.24,0.56,4,281,7,0,0,0,業務,2
11486,0.42,0.8,4,259,7,1,0,0,業務,2
11487,0.65,0.94,4,184,7,0,0,0,業務,2
11488,0.73,0.92,6,189,3,1,0,0,業務,2
11489,0.63,0.6,4,258,3,0,0,0,業務,2
11490,0.95,0.48,4,225,3,0,0,0,業務,2
11491,0.52,0.83,5,145,3,0,0,0,業務,2
11492,0.96,0.55,3,164,3,0,0,0,業務,2
11493,0.66,0.51,4,254,2,0,0,0,業務,2
11494,0.98,0.44,4,154,6,1,0,0,業務,2
11495,0.56,0.79,5,248,3,0,0,0,業務,2
11496,0.97,0.54,3,154,8,1,0,0,業務,2
11497,0.72,0.92,3,242,8,0,0,0,業務,2
11498,0.74,0.78,4,194,8,0,0,0,業務,2
11499,0.2,0.6,5,261,8,0,0,0,業務,2
11500,0.73,0.56,3,245,8,0,0,0,業務,2
11501,0.76,0.79,3,247,3,0,0,0,業務,1
11502,0.65,0.54,4,147,10,0,0,0,業務,1
11503,0.66,0.5,3,139,10,1,0,0,業務,1
11504,0.96,0.97,6,137,10,0,0,0,業務,1
11505,0.57,0.55,4,177,8,0,0,0,業務,1
11506,0.61,0.82,4,184,8,0,0,0,資訊科技,1
11507,0.57,0.69,3,212,8,0,0,0,產品管理,1
11508,0.59,0.47,3,159,4,0,0,0,產品管理,1
11509,0.92,0.68,4,178,3,0,0,0,產品管理,1
11510,0.79,0.56,3,149,10,0,0,0,產品管理,1
11511,0.95,0.66,4,223,10,0,0,0,資訊科技,1
11512,0.24,0.81,6,263,7,0,0,0,經理,3
11513,0.49,0.52,4,161,7,0,0,0,經理,3
11514,0.49,0.68,3,192,7,0,0,0,經理,3
11515,0.97,0.51,5,215,7,0,0,0,經理,3
11516,0.55,0.78,4,261,3,0,0,0,經理,3
11517,0.76,0.56,5,222,10,0,0,0,經理,3
11518,0.53,0.99,3,223,10,0,0,0,行銷,1
11519,0.51,0.86,3,182,10,0,0,0,業務,1
11520,0.57,0.93,2,204,10,0,0,0,財務會計,1
11521,0.58,0.91,3,195,10,0,0,0,技術支援,1
11522,0.6,0.98,4,146,10,0,0,0,技術員,1
11523,0.65,0.74,4,233,4,1,0,0,經理,1
11524,0.91,0.75,2,147,3,0,0,0,行銷,1
11525,0.65,0.55,3,156,5,0,0,0,行銷,1
11526,0.18,0.49,3,240,2,1,0,0,行銷,1
11527,0.66,0.9,4,177,7,0,0,0,業務,1
11528,0.78,0.8,3,135,7,0,0,0,業務,2
11529,0.82,0.65,5,178,7,1,0,0,業務,2
11530,0.54,0.64,3,190,7,0,0,0,業務,2
11531,0.95,0.84,3,240,7,0,0,0,業務,2
11532,0.65,0.85,4,172,3,0,0,0,業務,2
11533,0.83,0.55,3,271,7,0,0,0,業務,2
11534,0.15,0.6,5,188,7,0,0,0,業務,2
11535,0.59,0.59,4,197,7,0,0,0,資訊科技,2
11536,0.99,0.94,5,151,3,0,0,0,產品管理,2
11537,0.76,0.72,3,263,3,0,0,0,產品管理,2
11538,0.64,0.67,2,223,3,0,0,0,產品管理,2
11539,0.95,0.75,4,151,3,0,0,0,產品管理,2
11540,0.53,0.66,3,191,3,0,0,0,資訊科技,3
11541,0.59,0.5,2,162,2,0,0,0,經理,3
11542,0.69,0.86,5,195,6,0,0,0,經理,3
11543,0.5,0.49,4,222,3,0,0,0,經理,3
11544,0.89,0.96,3,179,8,0,0,0,經理,3
11545,0.56,0.39,3,106,8,0,0,0,經理,3
11546,0.77,0.68,3,214,8,1,0,0,經理,3
11547,0.15,0.75,3,259,8,1,0,0,行銷,3
11548,0.88,0.58,3,145,8,0,0,0,業務,1
11549,0.89,0.86,4,153,3,0,0,0,財務會計,1
11550,0.65,0.52,2,117,10,1,0,0,技術支援,1
11551,0.58,0.99,3,207,10,0,0,0,技術員,1
11552,0.56,0.85,3,265,10,1,0,0,經理,1
11553,0.25,0.72,5,279,8,0,0,0,行銷,1
11554,0.87,0.89,4,225,8,0,0,0,行銷,1
11555,0.62,0.4,3,158,8,1,0,0,行銷,1
11556,0.72,0.75,4,211,4,0,0,0,業務,2
11557,0.49,0.94,4,175,3,0,0,0,業務,2
11558,0.57,0.91,4,224,10,0,0,0,業務,2
11559,0.63,0.65,3,190,10,0,0,0,業務,2
11560,0.91,0.63,5,240,7,0,0,0,業務,2
11561,0.7,0.68,5,225,7,0,0,0,業務,2
11562,0.66,0.95,5,192,7,0,0,0,業務,2
11563,0.77,0.48,5,262,7,0,0,0,資訊科技,2
11564,0.68,0.97,3,250,3,1,0,0,產品管理,2
11565,0.34,0.46,3,155,10,0,0,0,產品管理,2
11566,0.97,0.64,4,238,10,1,0,0,產品管理,2
11567,0.57,0.75,4,249,10,0,0,0,產品管理,2
11568,0.66,0.65,3,272,10,0,0,0,資訊科技,2
11569,0.68,0.67,4,162,10,0,0,0,經理,3
11570,0.49,0.78,4,254,10,0,0,0,經理,3
11571,0.72,0.66,4,184,3,0,0,0,經理,3
11572,0.77,0.89,4,269,10,0,0,0,經理,3
11573,0.77,0.73,3,201,10,0,0,0,經理,3
11574,0.59,0.73,4,247,10,0,0,0,經理,3
11575,0.41,0.67,6,221,10,0,0,0,行銷,2
11576,0.94,0.64,5,247,10,0,0,0,業務,2
11577,0.91,0.61,4,135,10,0,0,0,財務會計,2
11578,0.7,0.84,3,260,4,1,0,0,技術支援,2
11579,0.51,0.52,3,188,3,0,0,0,技術員,3
11580,0.22,0.7,4,159,5,0,0,0,經理,1
11581,0.69,0.65,3,153,2,0,0,0,行銷,2
11582,0.2,0.68,5,167,7,0,0,0,行銷,2
11583,0.9,0.85,3,158,7,0,0,0,行銷,2
11584,0.76,0.85,3,180,7,0,0,0,業務,2
11585,0.88,0.51,3,211,7,0,0,0,業務,2
11586,0.31,0.63,4,104,7,1,0,0,業務,2
11587,0.17,0.66,6,174,3,0,0,0,業務,2
11588,0.91,0.77,3,195,7,0,0,0,業務,2
11589,0.97,0.38,5,211,7,1,0,0,業務,2
11590,0.61,0.77,5,232,7,0,0,0,業務,2
11591,0.74,0.67,5,216,3,0,0,0,業務,1
11592,0.65,0.82,5,265,3,0,0,0,資訊科技,1
11593,0.87,0.73,5,184,3,0,0,0,產品管理,1
11594,0.56,0.71,5,244,3,0,0,0,產品管理,1
11595,0.78,0.69,4,202,3,0,0,0,產品管理,1
11596,0.73,0.57,3,146,2,0,0,0,產品管理,1
11597,0.66,0.78,4,161,6,0,0,0,資訊科技,1
11598,0.15,0.81,5,280,3,1,0,0,研發,3
11599,0.52,0.69,5,208,8,1,0,0,研發,1
11600,0.44,0.66,6,134,8,0,0,0,研發,3
11601,0.7,0.7,3,162,8,0,0,0,研發,3
11602,0.63,0.52,5,209,8,1,0,0,研發,1
11603,0.89,0.59,3,265,8,0,0,0,研發,1
11604,0.96,0.85,4,173,3,0,0,0,行銷,3
11605,0.98,0.99,4,261,10,1,0,0,業務,1
11606,0.62,0.82,3,204,10,0,0,0,財務會計,2
11607,0.62,0.73,3,144,10,1,0,0,技術支援,3
11608,0.69,0.43,5,113,8,0,0,0,技術員,2
11609,0.5,0.91,4,144,8,0,0,0,經理,2
11610,0.71,0.93,5,140,8,0,0,0,行銷,2
11611,0.5,0.68,3,245,4,0,0,0,行銷,2
11612,0.93,0.6,3,188,3,0,0,0,行銷,3
11613,0.95,0.77,5,199,10,1,0,0,業務,2
11614,0.17,0.61,6,154,10,1,0,0,業務,2
11615,0.92,0.68,4,138,7,0,0,0,業務,2
11616,0.64,0.48,3,147,7,0,0,0,業務,3
11617,0.27,0.42,6,173,7,0,0,0,業務,2
11618,0.66,0.87,3,223,7,0,0,0,業務,3
11619,0.59,0.69,3,200,3,0,0,0,業務,1
11620,0.93,0.98,4,189,10,0,0,0,業務,2
11621,0.58,0.67,5,133,10,0,0,0,技術員,2
11622,0.96,0.6,3,160,10,0,0,0,技術支援,2
11623,0.69,0.85,3,153,10,0,0,0,技術支援,2
11624,0.41,0.38,4,142,10,1,0,0,技術支援,1
11625,0.36,0.41,3,167,10,0,0,0,技術支援,1
11626,0.71,0.78,4,227,2,0,0,0,技術支援,1
11627,0.94,0.9,4,144,4,0,0,0,技術支援,1
11628,0.51,0.76,4,140,3,0,0,0,技術支援,1
11629,0.83,0.48,4,220,3,1,0,0,技術支援,1
11630,0.22,0.62,3,180,3,0,0,0,技術支援,1
11631,0.66,0.89,4,173,4,0,0,0,技術支援,1
11632,0.14,0.58,3,179,5,0,0,0,技術支援,1
11633,0.16,0.96,5,137,5,1,0,0,技術員,1
11634,0.81,0.78,3,165,3,0,0,0,技術員,3
11635,0.73,0.94,3,177,3,0,0,0,技術員,1
11636,0.7,0.58,5,168,3,0,0,0,經理,1
11637,0.62,0.73,3,245,4,0,0,0,資訊科技,1
11638,0.5,0.83,5,258,2,0,0,0,資訊科技,1
11639,0.7,0.88,3,159,2,0,0,0,資訊科技,3
11640,0.53,0.73,3,163,3,1,0,0,資訊科技,1
11641,0.87,0.9,3,174,2,0,0,0,資訊科技,1
11642,0.59,0.6,3,214,2,1,0,0,產品管理,1
11643,0.94,0.67,4,191,3,1,0,0,產品管理,3
11644,0.2,0.53,5,272,5,0,0,0,產品管理,1
11645,0.42,0.44,3,183,2,0,0,0,產品管理,2
11646,0.43,0.66,4,135,2,0,0,0,資訊科技,3
11647,0.43,0.76,6,154,2,0,0,0,經理,3
11648,0.77,0.86,5,238,3,0,0,0,經理,3
11649,0.76,0.98,2,235,3,0,0,0,經理,3
11650,0.82,0.9,3,215,4,0,0,0,經理,3
11651,0.75,0.66,5,234,2,0,0,0,經理,3
11652,0.63,0.98,4,187,3,0,0,0,經理,3
11653,0.51,0.75,3,133,3,0,0,0,業務,2
11654,0.23,0.7,3,123,5,0,0,0,業務,2
11655,0.77,0.58,4,202,3,0,0,0,業務,2
11656,0.54,0.63,4,140,3,0,0,0,業務,2
11657,0.63,0.85,4,182,3,1,0,0,業務,3
11658,0.55,0.45,3,179,2,1,0,0,業務,1
11659,0.31,0.63,3,150,3,1,0,0,業務,2
11660,0.98,0.74,4,151,3,0,0,0,業務,2
11661,0.16,0.95,6,117,7,0,0,0,業務,2
11662,0.54,0.78,3,156,7,0,0,0,業務,2
11663,0.73,0.48,3,211,7,0,0,0,業務,2
11664,0.16,0.63,6,286,7,0,0,1,業務,2
11665,0.57,0.82,5,233,7,0,0,1,業務,2
11666,0.88,0.88,4,222,3,1,0,1,業務,2
11667,0.95,0.81,4,258,7,0,0,1,業務,2
11668,0.93,0.7,5,231,7,0,0,1,業務,3
11669,0.91,0.58,3,220,7,0,0,1,業務,1
11670,0.77,0.82,4,134,3,0,0,1,業務,1
11671,0.24,0.94,6,141,3,1,0,0,業務,1
11672,0.74,0.74,5,160,3,1,0,0,業務,3
11673,0.53,0.59,4,259,3,0,0,0,業務,1
11674,0.89,0.77,5,232,3,0,0,0,業務,1
11675,0.23,0.77,5,272,2,0,0,0,業務,1
11676,0.69,0.66,3,215,6,0,0,0,業務,3
11677,0.52,0.72,4,222,3,0,0,0,業務,1
11678,0.9,0.58,3,244,8,0,0,0,業務,1
11679,0.92,0.63,5,224,8,1,0,0,業務,1
11680,0.72,0.59,5,200,8,1,0,0,業務,1
11681,0.92,0.61,4,143,8,0,0,0,業務,1
11682,0.79,0.86,5,238,8,0,0,0,業務,1
11683,0.48,0.89,4,145,3,0,0,0,業務,1
11684,0.27,0.76,4,108,10,0,0,0,業務,2
11685,0.67,0.49,3,247,10,0,0,0,業務,2
11686,0.48,0.7,3,213,10,0,0,0,業務,2
11687,0.99,0.6,4,209,8,1,0,0,資訊科技,2
11688,0.49,0.88,4,240,8,0,0,0,產品管理,2
11689,0.39,0.45,3,100,8,1,0,0,產品管理,2
11690,0.99,0.92,4,265,4,1,0,0,產品管理,2
11691,0.78,0.57,3,209,3,0,0,0,產品管理,2
11692,0.5,0.73,3,154,10,0,0,0,資訊科技,2
11693,0.61,0.79,5,230,10,0,0,0,經理,3
11694,0.88,0.6,4,208,7,0,0,1,經理,3
11695,0.44,0.44,2,141,7,1,0,1,經理,3
11696,0.73,0.78,3,262,7,1,0,1,經理,3
11697,0.58,0.84,4,206,7,0,0,1,經理,3
11698,0.74,0.98,3,166,3,1,0,1,經理,3
11699,0.32,0.48,4,117,10,0,0,1,行銷,2
11700,0.88,0.83,4,273,10,0,0,0,業務,2
11701,0.81,0.9,4,270,10,0,0,0,財務會計,2
11702,0.59,0.92,3,138,10,0,0,0,技術支援,1
11703,0.79,0.65,3,235,10,0,0,0,技術員,1
11704,0.92,0.64,4,190,10,1,0,0,經理,1
11705,0.76,0.85,3,192,3,0,0,0,行銷,1
11706,0.91,0.65,5,214,3,1,0,0,行銷,1
11707,0.8,0.84,4,242,2,1,0,0,行銷,1
11708,0.73,0.72,4,233,2,0,0,0,業務,1
11709,0.88,0.53,3,218,4,0,0,0,業務,1
11710,0.65,0.4,5,125,4,0,0,0,業務,1
11711,0.84,0.5,4,178,2,0,0,0,業務,1
11712,0.93,0.5,5,272,3,0,0,0,業務,1
11713,0.64,0.6,3,265,4,0,0,0,業務,1
11714,0.66,0.72,4,271,3,0,0,0,業務,1
11715,0.76,0.56,3,179,3,1,0,0,業務,1
11716,0.34,0.72,3,118,4,0,0,0,資訊科技,1
11717,0.48,0.8,4,196,5,0,0,0,產品管理,1
11718,0.79,0.61,4,173,2,0,0,0,產品管理,1
11719,0.82,0.67,4,156,3,0,0,0,產品管理,1
11720,0.51,0.71,2,180,3,0,0,0,產品管理,1
11721,0.84,0.78,4,263,3,0,0,0,資訊科技,1
11722,0.66,0.79,5,134,3,0,0,0,經理,3
11723,0.72,0.88,3,189,3,1,0,0,經理,3
11724,0.53,0.91,4,167,4,0,0,0,經理,3
11725,0.81,0.8,5,132,2,1,0,0,經理,3
11726,0.58,0.9,3,209,2,0,0,0,經理,3
11727,0.82,0.56,2,227,5,1,0,0,經理,3
11728,0.72,0.99,4,239,3,0,0,0,行銷,2
11729,0.9,0.54,4,172,4,0,0,0,業務,2
11730,0.98,0.91,3,188,4,0,0,0,財務會計,2
11731,0.56,0.74,3,265,3,0,0,0,技術支援,2
11732,0.77,0.82,3,153,3,1,0,0,技術員,2
11733,0.61,0.89,4,242,2,0,0,0,經理,2
11734,0.97,0.61,4,262,3,1,0,1,行銷,2
11735,0.64,0.55,3,246,2,0,0,1,行銷,3
11736,0.99,0.97,4,211,2,0,0,1,行銷,1
11737,0.61,0.42,3,145,4,0,0,1,業務,2
11738,0.72,0.71,4,256,3,0,0,1,業務,2
11739,0.67,0.91,2,245,2,1,0,1,業務,2
11740,0.9,0.56,3,151,3,0,0,0,業務,2
11741,0.9,0.73,4,245,2,0,0,0,業務,1
11742,0.63,0.61,4,171,3,0,0,0,業務,1
11743,0.64,0.88,3,252,2,0,0,0,業務,1
11744,0.44,0.65,3,175,2,0,0,0,資訊科技,1
11745,0.64,0.94,4,210,3,0,0,0,產品管理,1
11746,0.65,0.95,2,180,2,0,0,0,產品管理,1
11747,0.69,0.9,5,103,5,0,0,0,產品管理,1
11748,0.93,0.51,4,110,3,0,0,0,產品管理,1
11749,0.73,0.9,5,184,3,0,0,0,資訊科技,1
11750,0.83,0.6,4,161,2,0,0,0,經理,3
11751,0.82,0.49,5,210,3,0,0,0,經理,3
11752,0.39,0.91,2,212,2,0,0,0,經理,3
11753,0.53,0.47,6,106,6,0,0,0,經理,3
11754,0.88,0.81,4,179,3,0,0,0,經理,3
11755,0.8,0.6,5,217,3,0,0,0,經理,3
11756,0.68,0.79,4,184,3,0,0,0,行銷,1
11757,0.66,0.6,3,210,2,0,0,0,業務,1
11758,0.61,0.61,4,246,2,0,0,0,財務會計,1
11759,0.74,0.55,4,262,3,0,0,0,技術支援,1
11760,0.61,0.83,4,245,3,1,0,1,技術員,1
11761,0.57,0.99,3,222,3,1,0,1,經理,1
11762,0.68,0.54,4,146,4,0,0,1,行銷,2
11763,0.75,0.79,4,263,3,0,0,1,行銷,2
11764,0.29,0.57,5,134,2,0,0,1,行銷,2
11765,0.81,0.81,5,250,4,0,0,1,業務,2
11766,0.53,0.68,4,173,3,0,0,0,業務,2
11767,0.42,0.96,6,173,3,0,0,0,業務,2
11768,0.64,0.67,4,252,3,1,0,0,業務,2
11769,0.63,0.5,2,230,4,0,0,0,業務,2
11770,0.81,0.81,4,212,2,1,0,0,業務,2
11771,0.71,0.66,5,187,2,0,0,0,業務,2
11772,0.7,0.83,5,241,2,0,0,0,業務,2
11773,0.53,1,3,164,4,0,0,0,資訊科技,2
11774,0.16,0.93,6,218,6,1,0,0,產品管理,3
11775,0.17,0.55,4,194,3,0,0,0,產品管理,1
11776,0.7,0.95,3,158,2,0,0,0,產品管理,2
11777,0.43,0.88,2,149,4,0,0,0,產品管理,2
11778,0.49,0.62,4,161,2,0,0,0,資訊科技,2
11779,0.5,0.9,5,226,2,0,0,0,經理,3
11780,0.57,0.59,2,111,2,0,0,0,經理,3
11781,0.68,0.75,4,258,3,0,0,0,經理,3
11782,0.62,0.61,3,266,2,0,0,0,經理,3
11783,0.69,0.75,3,253,3,0,0,0,經理,3
11784,0.63,0.7,5,160,3,0,0,0,經理,3
11785,0.76,0.62,5,230,3,1,0,0,行銷,1
11786,0.62,0.76,5,198,3,0,0,0,業務,1
11787,0.82,0.69,3,250,3,0,0,0,財務會計,1
11788,0.2,0.7,4,225,5,0,0,0,技術支援,1
11789,0.16,0.7,3,178,3,1,0,0,技術員,1
11790,0.2,0.78,4,196,3,0,0,0,經理,1
11791,0.53,0.51,4,240,2,0,0,0,行銷,1
11792,0.71,0.63,3,204,3,0,0,0,行銷,1
11793,0.7,0.93,3,250,3,0,0,0,行銷,1
11794,0.92,0.94,2,224,2,0,0,0,業務,1
11795,0.81,0.92,4,268,3,0,0,0,業務,1
11796,0.79,0.62,5,167,3,0,0,0,業務,1
11797,0.53,0.64,3,168,3,0,0,0,業務,1
11798,0.51,0.56,4,168,2,0,0,0,業務,1
11799,0.78,0.9,5,158,3,0,0,0,業務,1
11800,0.5,0.91,3,240,3,0,0,0,業務,1
11801,0.92,1,4,261,4,0,0,0,業務,2
11802,0.59,0.54,4,176,2,0,0,0,技術員,2
11803,0.77,0.55,3,217,3,0,0,0,技術支援,2
11804,0.74,0.87,5,224,2,0,0,0,技術支援,2
11805,0.67,0.97,4,196,3,0,0,0,技術支援,2
11806,0.56,0.59,3,223,3,0,0,0,技術支援,2
11807,0.84,0.44,5,131,5,1,0,0,技術支援,2
11808,0.53,0.77,2,167,2,0,0,0,技術支援,2
11809,0.86,0.71,5,273,3,0,0,0,技術支援,2
11810,0.77,0.68,3,98,3,0,0,0,技術支援,2
11811,0.97,0.94,4,253,3,0,0,0,技術支援,2
11812,0.69,0.87,5,174,3,0,0,0,技術支援,2
11813,0.73,0.9,3,274,2,0,0,0,技術支援,3
11814,0.42,0.47,6,174,5,0,0,0,技術員,1
11815,0.4,0.47,5,173,5,0,0,0,技術員,2
11816,0.33,0.41,2,198,4,0,0,0,技術員,2
11817,0.68,0.66,3,238,2,0,0,0,經理,2
11818,0.78,0.8,3,256,2,0,0,0,資訊科技,2
11819,0.92,0.6,3,179,2,0,0,0,資訊科技,1
11820,0.66,0.66,4,273,4,1,0,0,資訊科技,1
11821,0.6,0.45,3,104,4,0,0,0,資訊科技,1
11822,0.86,0.83,4,208,3,1,0,0,資訊科技,1
11823,0.61,0.49,3,275,2,0,0,0,產品管理,1
11824,0.71,0.68,3,231,2,1,0,0,產品管理,1
11825,0.86,0.62,4,186,3,0,0,0,產品管理,1
11826,0.96,0.59,3,241,3,0,0,0,產品管理,1
11827,0.7,0.54,3,194,2,1,0,0,資訊科技,1
11828,0.38,0.49,4,196,3,0,0,1,經理,3
11829,0.39,0.75,6,185,3,0,0,1,經理,3
11830,0.49,0.4,2,148,2,1,0,1,經理,3
11831,0.78,0.62,4,150,3,0,0,1,經理,3
11832,0.74,0.79,5,121,5,0,0,1,經理,3
11833,0.82,0.76,4,266,3,0,0,1,經理,3
11834,0.6,0.42,2,109,6,0,0,0,業務,1
11835,0.72,0.99,3,143,4,0,0,0,業務,1
11836,0.73,0.97,3,174,3,0,0,0,業務,1
11837,0.89,0.55,4,159,2,0,0,0,業務,2
11838,0.74,0.94,4,157,2,0,0,0,業務,2
11839,0.83,0.57,2,222,2,0,0,0,業務,2
11840,0.24,0.88,5,199,5,1,0,0,業務,2
11841,0.93,0.89,3,255,7,1,0,0,業務,2
11842,0.96,0.62,4,253,7,0,0,0,業務,2
11843,0.16,0.68,5,149,7,1,0,0,業務,2
11844,0.21,0.85,6,285,7,0,0,0,業務,2
11845,0.69,0.54,3,164,7,0,0,0,業務,2
11846,0.66,0.96,3,243,3,1,0,0,業務,2
11847,0.67,0.39,2,207,7,0,0,0,業務,2
11848,0.85,0.58,4,186,7,0,0,0,業務,2
11849,0.37,0.92,4,211,7,0,0,0,業務,3
11850,0.64,0.64,2,190,3,0,0,0,業務,1
11851,0.91,0.82,2,241,3,0,0,0,業務,2
11852,0.96,0.68,3,206,3,0,0,0,業務,2
11853,0.74,0.7,4,273,3,0,0,0,業務,2
11854,0.94,0.99,2,157,3,0,0,0,業務,2
11855,0.37,0.72,3,183,2,0,0,0,業務,1
11856,0.92,0.85,3,151,6,1,0,0,業務,1
11857,0.86,0.72,3,217,3,0,0,0,業務,1
11858,0.66,0.49,5,235,8,1,0,0,業務,1
11859,0.19,0.61,4,127,8,0,0,0,業務,1
11860,0.65,0.61,5,167,8,0,0,0,業務,1
11861,0.92,0.44,3,260,8,0,0,0,業務,1
11862,0.83,0.8,3,240,8,0,0,0,業務,1
11863,0.94,0.82,4,187,3,0,0,0,業務,1
11864,0.42,0.69,3,126,2,0,0,0,業務,1
11865,0.78,0.53,6,168,3,0,0,0,業務,1
11866,0.58,0.76,4,197,5,0,0,0,業務,1
11867,0.5,0.64,2,170,8,0,0,0,業務,1
11868,0.82,0.76,3,219,8,1,0,0,資訊科技,1
11869,0.97,0.92,6,137,8,1,0,0,產品管理,1
11870,0.8,0.93,3,225,4,0,0,0,產品管理,1
11871,0.82,0.84,3,194,3,0,0,0,產品管理,1
